FID,rwe_id,rwe_type,rwe_closure_type,rwe_status,rwe_start_dt,rwe_end_dt,rwe_publish_text,subject_pref_rdname,start_pref_rdname,end_pref_rdname,lrs_start_locality,lrs_end_locality,lrs_rmaclass,lrs_srns,lrs_lga,lrs_ses_region,lrs_melway,lrs_vcsd,geom,works_type,traffic_delay,speed_limit,lanes_affected,days_applicable,dt_modified,dt_created,rwe_point,timestamp,processed_time
rwe_point.171839,171839,Road maintenance,1 lane closed northbound,Pending,2018-01-24T10:00:00,2021-12-30T18:00:00,Full week including weekends - Sunday to Saturday daily works from 09:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN RING ROAD ,KEILOR PARK-WESTERN RING OUT RAMP ON,KEILOR PARK DRIVE ,KEILOR EAST,KEILOR EAST,FW,M80,BRIMBANK,MELBOURNE METROPOLITAN (CENTRAL),15 C11,436 G4,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-02-20T07:04:23,2018-01-08T04:49:05,POINT (144.851709418874 -37.7372076126994),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182807,182807,Road construction, road closed,Pending,2018-08-12T10:00:00,2018-09-29T19:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CHILDS ROAD ,BLOSSOM PARK DRIVE ,REDLEAP AVENUE ,MILL PARK,MILL PARK,AO,,WHITTLESEA,MELBOURNE METROPOLITAN (CENTRAL),10 B5,79 C4,line,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-21T18:39:13,2018-08-10T00:19:46,POINT (145.066544708008 -37.669998222485),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182726,182726,Road maintenance,3 lanes closed both directions,Pending,2018-08-08T10:00:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,WARRIGAL ROAD ,MIDLOTHIAN,DANDENONG ROAD ,CHADSTONE,MALVERN EAST,AH,,"STONNINGTON, MONASH",MELBOURNE METROPOLITAN (CENTRAL),69 F3,79 C8,line,daily works,Greater than 10 min,40,3,1;2;3;4;5;7;6,2018-08-23T13:22:53,2018-08-08T05:35:53,POINT (145.089053700521 -37.8886653029049),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178770,178770,Road maintenance,1 lane closed eastbound,Pending,2018-05-28T23:30:00,2018-08-30T06:00:00,Weekdays only - Monday to Friday daily works from 09:30 AM to 04:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,DUNCANS-PRINCES IN RAMP ON,SNEYDES ROAD ,WERRIBEE,WERRIBEE,FW,M1,WYNDHAM,MELBOURNE METROPOLITAN (CENTRAL),206 F10,78 D8,line,daily works,0 to 5 min,40,1,1;2;3;4;5,2018-05-23T04:48:41,2018-05-23T03:09:24,POINT (144.69390807133 -37.9073200295204),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182818,182818,Road construction,1 lane closed both directions,Pending,2018-08-06T21:00:00,2018-11-30T07:00:00,Monday to Saturday daily works from 07:00 AM to 06:00 PM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,WESTERN FREEWAY ,OLD MELBOURNE-WESTERN OUT RAMP ON,ORMOND ROAD ,BALLAN,SPRINGBANK,FW,M8,MOORABOOL,GRAMPIANS (MID WEST),,77 E3,line,daily works,0 to 5 min,60,1,1;2;3;4;5;6,2018-08-23T09:41:28,2018-08-10T01:34:58,POINT (144.14798315735 -37.5827799639636),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182822,182822,Road construction, road closed,Pending,2018-08-12T10:00:00,2018-09-29T19:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,GREVILLIA DRIVE ,BLOSSOM PARK DRIVE ,VERONICA CRESCENT ,MILL PARK,MILL PARK,MU,,WHITTLESEA,MELBOURNE METROPOLITAN (CENTRAL),10 C6,79 C4,line,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-21T18:39:37,2018-08-10T01:50:28,POINT (145.073868524414 -37.6751368904096),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182826,182826,Road construction, road closed,Pending,2018-08-12T10:00:00,2018-09-29T19:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MAYFIELD DRIVE ,PLENTY ROAD ,MILL PARK DRIVE ,MILL PARK,MILL PARK,MU,,WHITTLESEA,MELBOURNE METROPOLITAN (CENTRAL),10 B6,79 C4,line,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-21T18:39:23,2018-08-10T02:17:55,POINT (145.068928569913 -37.6739604186647),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183193,183193,Road maintenance, expect delays,Pending,2018-05-06T20:00:00,2018-09-28T08:00:00,Weekdays only - Monday to Friday daily works from 06:00 AM to 06:00 PM. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,THOMSON VALLEY ROAD ,THOMSON VALLEY ROAD ,MAIN ROAD ,BAW BAW,TYERS,AO,C481,"LATROBE, BAW BAW",GIPPSLAND (EAST),,81 H7,line,daily works,6 to 10 min,40,1,1;2;3;4;5,2018-08-17T07:12:47,2018-08-17T06:55:12,POINT (146.419580615328 -38.0138655658587),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182712,182712,Road maintenance,3 lanes closed both directions,Pending,2018-08-08T10:00:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,HIGHBURY ROAD ,CUMMING STREET ,HUNTINGDALE ROAD ,BURWOOD,BURWOOD,AO,,"MONASH, WHITEHORSE",MELBOURNE METROPOLITAN (CENTRAL),61 B7,79 C7,line,daily works,Greater than 10 min,40,3,1;2;3;4;5;7;6,2018-08-08T04:27:15,2018-08-08T04:23:17,POINT (145.113824964967 -37.8554951802234),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182715,182715,Road maintenance,3 lanes closed both directions,Pending,2018-08-08T10:00:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,RIVERSDALE ROAD ,ILLAWARRA ROAD ,AUBURN ROAD ,HAWTHORN,HAWTHORN,AO,,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),45 E12,79 B7,line,daily works,Greater than 10 min,40,3,1;2;3;4;5;7;6,2018-08-08T04:37:19,2018-08-08T04:32:28,POINT (145.042256180709 -37.8296870125374),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182838,182838,Road construction, road closed,Pending,2018-08-20T12:00:00,2018-08-23T19:00:00,Williamstown Rd southbound nightly full closure under West Gate Fwy 10PM to 5AM. Detour via West Gate Bridge. ,WILLIAMSTOWN ROAD ,WILLIAMSTOWN-WEST GATE IN RAMP ON,MELBOURNE-WEST GATE OUT RAMP OF,YARRAVILLE,SPOTSWOOD,AO,,"HOBSONS BAY, MARIBYRNONG",MELBOURNE METROPOLITAN (CENTRAL),41 J11,78 G7,line,daily works,0 to 5 min,40,0,1;2;3;4;7,2018-08-21T16:33:55,2018-08-10T03:06:02,POINT (144.881045211306 -37.8255359379797),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.175139,175139,Road construction, road closed,Pending,2018-08-20T12:00:00,2018-08-23T19:00:00,Williamstown Rd northbound nightly full closure under West Gate Fwy 10PM to 5AM. Detour via Millers Rd.,WILLIAMSTOWN ROAD ,WILLIAMSTOWN-WEST GATE IN RAMP ON,MELBOURNE-WEST GATE OUT RAMP OF,YARRAVILLE,SPOTSWOOD,AO,,"HOBSONS BAY, MARIBYRNONG",MELBOURNE METROPOLITAN (CENTRAL),41 J11,78 G7,line,daily works,0 to 5 min,40,0,1;2;3;4;7,2018-08-23T00:33:17,2018-08-10T03:06:59,POINT (144.88105452342 -37.8254863633961),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182830,182830,Road construction, road closed,Pending,2018-08-12T10:00:00,2018-09-29T19:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,RIVERGUM DRIVE ,RESEARCH DRIVE ,PLENTY ROAD ,MILL PARK,MILL PARK,MU,,WHITTLESEA,MELBOURNE METROPOLITAN (CENTRAL),10 C3,427 F12,line,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-14T01:29:51,2018-08-10T03:14:26,POINT (145.07341506665 -37.6629600509009),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180897,180897,Utility works,2 lanes closed eastbound,Pending,2018-07-03T12:30:00,2018-09-29T18:00:00,Full week including weekends - Sunday to Saturday daily works from 10:30 PM to 04:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,WESTERN RING ROAD ,WESTERN RING OUT-AIRPORT RAMP OF,AIRPORT-WESTERN RING OUT RAMP ON,TULLAMARINE,TULLAMARINE,FW,M80,BRIMBANK,MELBOURNE METROPOLITAN (CENTRAL),15 G6,436 G4,line,daily works,Greater than 10 min,40,2,1;2;3;4;5;7;6,2018-07-03T01:57:03,2018-07-03T01:38:25,POINT (144.874430997432 -37.7163934165028),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180901,180901,Utility works,2 lanes closed westbound,Pending,2018-07-03T13:30:00,2018-09-29T18:00:00,Full week including weekends - Sunday to Saturday daily works from 11:30 PM to 04:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,WESTERN RING ROAD ,TULLAMARINE OUT-WESTERN RING OUT RAMP ,WESTERN RING OUT-AIRPORT RAMP OF,GLADSTONE PARK,TULLAMARINE,FW,M80,"MORELAND, BRIMBANK, HUME",MELBOURNE METROPOLITAN (CENTRAL),16 B1,78 G5,line,daily works,Greater than 10 min,40,2,1;2;3;4;5;7;6,2018-07-03T02:08:28,2018-07-03T02:00:44,POINT (144.883069311187 -37.7097946274981),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183217,183217,Road maintenance,1 lane closed inbound,Pending,2018-08-20T10:00:00,2018-08-26T19:30:00,other daily works from 08:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,HUME FREEWAY ,DONNYBROOK ROAD ,DONNYBROOK-HUME IN RAMP ON,CRAIGIEBURN,CRAIGIEBURN,FW,M31,HUME,MELBOURNE METROPOLITAN (CENTRAL),367 D6,78 H2,line,daily works,0 to 5 min,40,1,1;2;3;4;7,2018-08-20T16:59:50,2018-08-20T00:09:47,POINT (144.944839885939 -37.5453143171457),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181401,181401,Road maintenance,all lanes closed both directions,Active,2018-08-09T10:00:00,2018-09-13T20:00:00,Nightly lane closures from 08:00 PM to 06:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,BALLARAT ROAD ,BALLARAT ROAD ,FARNSWORTH AVENUE ,FOOTSCRAY,FOOTSCRAY,AO,,MARIBYRNONG,MELBOURNE METROPOLITAN (CENTRAL),2S G5,78 G6,line,daily works,0 to 5 min,40,0,1;2;3;4;7,2018-08-23T10:00:31,2018-07-12T00:13:25,POINT (144.897365456984 -37.793563822611),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181402,181402,Road maintenance, road closed,Pending,2018-08-09T10:00:00,2018-09-13T20:00:00,Nightly works between 8pm-6am. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,BALLARAT ROAD ,GORDON STREET ,ROSAMOND ROAD ,FOOTSCRAY,FOOTSCRAY,AO,,MARIBYRNONG,MELBOURNE METROPOLITAN (CENTRAL),2S A3,78 G6,line,daily works,0 to 5 min,40,0,1;2;3;4;7,2018-08-16T00:06:07,2018-07-12T00:28:59,POINT (144.885872388023 -37.7897272216324),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180906,180906,Utility works,1 lane closed westbound,Pending,2018-07-03T12:30:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 10:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,WESTERN RING ROAD ,TULLAMARINE IN-WESTERN RING IN RAMP ,WESTERN RING OUT-AIRPORT RAMP OF,GLADSTONE PARK,TULLAMARINE,FW,M80,"MORELAND, BRIMBANK, HUME",MELBOURNE METROPOLITAN (CENTRAL),16 B2,78 G5,line,daily works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-07-03T02:38:02,2018-07-03T02:25:40,POINT (144.882474382415 -37.7102700963948),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183223,183223,Road construction, entry/exit ramp closed,Pending,2018-08-15T10:00:00,2018-08-30T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,WESTERN RING IN-TULLAMARINE OUT RAMP ,WESTERN RING IN-TULLAMARINE IN RAMP ,WESTERN RING IN-MELROSE RAMP OF,GOWANBRAE,TULLAMARINE,FW,M80,"MORELAND, BRIMBANK",MELBOURNE METROPOLITAN (CENTRAL),16 B1,78 G5,line,daily works,0 to 5 min,60,0,1;2;3;4;5,2018-08-22T06:30:24,2018-08-20T01:28:46,POINT (144.889453597811 -37.7050525171323),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178316,178316,Road maintenance,1 lane closed northbound,Pending,2018-05-15T21:00:00,2018-10-31T06:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 AM to 05:00 PM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,CALDER FREEWAY ,KEILOR-CALDER OUT RAMP ON,VINEYARD-CALDER OUT RAMP ON,NIDDRIE,DIGGERS REST,FW,M79,"BRIMBANK, MELTON, MOONEE VALLEY, HUME",MELBOURNE METROPOLITAN (CENTRAL),15 J10,78 G5,line,daily works,0 to 5 min,60,1,1;2;3;4;5;7;6,2018-05-27T21:18:04,2018-05-15T04:26:29,POINT (144.779060412401 -37.6815246347143),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183163,183163,Road maintenance,1 lane closed inbound,Pending,2018-08-22T23:00:00,2018-10-11T06:00:00,Monday to Saturday daily works from 09:00 AM to 05:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MORNINGTON PENINSULA FREEWAY ,JETTY ROAD ,NEPEAN HIGHWAY ,ROSEBUD,DROMANA,FW,M11,MORNINGTON PENINSULA,MELBOURNE METROPOLITAN (CENTRAL),170 F4,466 K4,line,daily works,0 to 5 min,40,1,1;2;3;4;5;6,2018-08-22T05:21:41,2018-08-17T04:04:29,POINT (144.946457905847 -38.3450948459139),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181139,181139,Road maintenance,1 lane closed both directions,Pending,2018-05-02T20:00:00,2018-08-30T08:00:00,Full week including weekends - Sunday to Saturday daily works from 06:00 AM to 06:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CALDER FREEWAY ,GAP-CALDER OUT RAMP ON,HOKINS ROAD ,DIGGERS REST,RAVENSWOOD SOUTH,FW,"M79, A300","MELTON, MACEDON RANGES, MOUNT ALEXANDER, HUME","LODDON MALLEE (NORTH WEST), MELBOURNE METROPOLITAN (CENTRAL)",381 B2,425 G8,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-07-21T05:39:39,2018-07-08T22:57:16,POINT (144.461251248017 -37.2410399810777),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182660,182660,Road construction,1 lane closed eastbound,Pending,2018-08-05T14:00:00,2019-02-10T13:00:00,other daily works from 12:00 AM to 12:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN RING IN-PRINCES OUT RAMP ,WEST GATE OUT-WESTERN RING OUT RAMP ,PRINCES FREEWAY ,LAVERTON NORTH,ALTONA NORTH,FW,M1,"WYNDHAM, HOBSONS BAY",MELBOURNE METROPOLITAN (CENTRAL),40 D11,78 F7,line,daily works,0 to 5 min,40,1,1;2;3;4;5;6;7,2018-08-16T18:59:28,2018-08-07T07:17:07,POINT (144.815356100936 -37.8301706451148),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183054,183054,Road maintenance,1 lane closed both directions,Pending,2018-08-14T21:00:00,2018-09-28T05:00:00,Monday to Saturday daily works from 07:00 AM to 03:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MORNINGTON PENINSULA FREEWAY ,NEPEAN HIGHWAY ,JETTY ROAD ,DROMANA,ROSEBUD,FW,M11,MORNINGTON PENINSULA,MELBOURNE METROPOLITAN (CENTRAL),160 D5,94 H7,line,daily works,0 to 5 min,40,1,1;2;3;4;5;6,2018-08-15T04:15:24,2018-08-15T04:07:39,POINT (144.946380202925 -38.3451188566936),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183057,183057,Road construction,2 lanes closed westbound,Pending,2018-08-18T21:00:00,2018-08-26T05:00:00,Crane works on Victoria Street from 7AM to 3PM on Sunday 26/08. 2 west bound lanes open for traffic to go through the site. Traffic delay is expected from 0 to 5 minutes.,VICTORIA STREET ,SWANSTON STREET ,BOUVERIE STREET ,CARLTON,CARLTON,AO,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),2B E11,437 B8,line,daily works,Nil,40,2,7,2018-08-21T08:55:01,2018-08-15T04:55:34,POINT (144.962175069658 -37.8065795415405),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183065,183065,Utility works, road closed,Active,2018-08-20T09:00:00,2018-08-23T19:00:00,Weekdays only - Monday to Friday daily works from 07:00 PM to 05:00 AM. Roadworks speed limit nil. Traffic delay 0 to 5 min. ,BAILLIE STREET ,PARKINSON STREET ,PRINCES HIGHWAY ,COLAC EAST,COLAC EAST,MU,,COLAC OTWAY,BARWON (SOUTH WEST),,92 B7,line,daily works,0 to 5 min,0,0,1;2;3;4;5,2018-08-23T09:06:20,2018-08-15T05:34:48,POINT (143.609903504145 -38.3355255849395),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182663,182663,Road construction,1 lane closed westbound,Pending,2018-08-05T14:00:00,2019-02-10T13:00:00,other daily works from 12:00 AM to 12:00 AM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,WEST GATE FREEWAY ,WESTERN RING IN-PRINCES OUT RAMP ,ALTONA NORTH,ALTONA NORTH,FW,M1,HOBSONS BAY,MELBOURNE METROPOLITAN (CENTRAL),40 D12,78 F7,line,daily works,0 to 5 min,60,1,1;2;3;4;5;6;7,2018-08-22T16:00:36,2018-08-07T07:29:45,POINT (144.81254665731 -37.8316777738176),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182662,182662,Road construction,1 lane closed eastbound,Pending,2018-08-05T14:00:00,2019-02-10T13:00:00,other daily works from 12:00 AM to 12:00 AM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,PRINCES IN-WESTERN RING OUT RAMP ,WESTERN RING IN-PRINCES OUT RAMP ,LAVERTON NORTH,LAVERTON NORTH,FW,M1,WYNDHAM,MELBOURNE METROPOLITAN (CENTRAL),54 C1,436 E10,line,daily works,0 to 5 min,60,1,1;2;3;4;5;6;7,2018-08-22T14:29:30,2018-08-07T07:34:24,POINT (144.813997771239 -37.830319647104),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180218,180218,Road construction, road closed,Active,2018-08-08T14:00:00,2018-09-29T14:00:00,Full Closure Buckley Street between Cliff street and Mount Alexander Rd  Friday 9 August from 07.00pm to Sunday 30 September 06.00am. Roadworks speed limit 40 km/h. Traffic delay 10 to 15 min ,BUCKLEY STREET ,CLIFF STREET ,MT ALEXANDER ROAD ,ESSENDON,ESSENDON,AO,,MOONEE VALLEY,MELBOURNE METROPOLITAN (CENTRAL),28 F4,78 G6,line,daily works,6 to 10 min,40,0,1;2;3;4;5;7;6,2018-08-09T11:00:13,2018-08-09T02:19:30,POINT (144.915300495328 -37.756835861045),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.174768,174768,Road construction, entry/exit ramp closed,Active,2018-07-29T10:00:00,2018-09-29T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN RING IN-TULLAMARINE IN RAMP ,WESTERN RING IN-TULLAMARINE OUT RAMP ,WESTERN RING IN-TULLAMARINE OUT RAMP ,GOWANBRAE,GOWANBRAE,FW,M80,MORELAND,MELBOURNE METROPOLITAN (CENTRAL),16 B1,78 G5,line,daily works,0 to 5 min,40,0,5,2018-08-23T10:29:51,2018-03-06T00:13:39,POINT (144.891437764047 -37.7049435286528),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.174839,174839,Road construction, road closed,Active,2018-03-05T13:00:00,2018-08-31T13:59:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit nil. Traffic delay greater than 10 min. ,WARREN STREET ,MURRAY VALLEY HIGHWAY ,HOMAN STREET ,ECHUCA,ECHUCA,AO,C349,CAMPASPE,LODDON MALLEE (NORTH WEST),,596 D7,line,daily works,Greater than 10 min,0,0,1;2;3;4;5;7;6,2018-07-19T00:39:14,2018-03-07T04:56:00,POINT (144.731587246843 -36.1273632655043),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182581,182581,Road construction,1 lane closed northbound,Pending,2018-08-06T09:00:00,2018-09-05T19:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,FRANKSTON FREEWAY ,FRANKSTON-DANDENONG ROAD ,FRANKSTON OUT-FRANKSTON-DANDENONG RAMP OF,FRANKSTON,SEAFORD,FW,M3,FRANKSTON,MELBOURNE METROPOLITAN (CENTRAL),99 F10,457 J2,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-10T01:30:25,2018-08-06T06:43:53,POINT (145.133642073812 -38.1269119251886),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183164,183164,Road construction,1 lane closed westbound,Pending,2018-08-19T10:00:00,2018-11-18T18:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES OUT-FORSYTH RAMP OF,PRINCES FREEWAY ,FORSYTH ROAD ,POINT COOK,POINT COOK,FW,M1,WYNDHAM,MELBOURNE METROPOLITAN (CENTRAL),203 H12,436 B12,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-17T04:07:55,2018-08-17T04:06:04,POINT (144.739229447317 -37.8732125424696),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180587,180587,Road maintenance,1 lane closed inbound,Pending,2018-06-20T20:00:00,2018-08-30T08:00:00,Weekdays only - Monday to Friday daily works from 06:00 AM to 06:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CALDER FREEWAY ,BULLA-DIGGERS REST-CALDER OUT RAMP ON,MOUNT MACEDON ROAD ,DIGGERS REST,WOODEND,FW,M79,"MELTON, MACEDON RANGES, HUME","LODDON MALLEE (NORTH WEST), MELBOURNE METROPOLITAN (CENTRAL)",352 C5,78 D4,line,daily works,0 to 5 min,40,1,1;2;3;4;5,2018-08-23T09:23:58,2018-06-26T07:23:17,POINT (144.610898170435 -37.4999067198172),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180595,180595,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WEST GATE FREEWAY ,TODD ROAD ,WEST GATE IN-KINGS RAMP OF,PORT MELBOURNE,SOUTHBANK,FW,M1,"PORT PHILLIP, MELBOURNE",MELBOURNE METROPOLITAN (CENTRAL),56 F1,78 G7,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-09T14:26:33,2018-06-26T08:24:29,POINT (144.938121735208 -37.8256604266029),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178746,178746,Road maintenance,1 lane closed southbound,Pending,2018-08-01T21:30:00,2018-10-01T06:30:00,other daily works from 07:30 AM to 04:30 PM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,ROSANNA ROAD ,JONES CRESCENT ,ROWELL STREET ,ROSANNA,ROSANNA,AH,,BANYULE,MELBOURNE METROPOLITAN (CENTRAL),20 C11,79 C5,line,daily works,Greater than 10 min,40,1,7,2018-05-22T08:01:30,2018-05-22T07:34:48,POINT (145.074975797248 -37.7387250076235),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181399,181399,Road construction,3 lanes closed altona bound,Pending,2018-07-11T10:30:00,2018-08-30T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN RING ROAD ,WESTERN RING IN-TULLAMARINE OUT,WESTERN RING IN-TULLAMARINE OUT RAMP ,GOWANBRAE,GOWANBRAE,FW,M80,"MORELAND, HUME",MELBOURNE METROPOLITAN (CENTRAL),6 D11,78 G5,line,daily works,0 to 5 min,40,3,1;2;3;4;5;7;6,2018-08-22T18:10:31,2018-07-11T23:15:23,POINT (144.899716923591 -37.6967726977256),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180888,180888,Road construction,2 lanes closed eastbound,Pending,2018-07-03T10:00:00,2018-08-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CALDER FREEWAY ,KEILOR PARK-CALDER OUT RAMP ON,BULLA-TULLAMARINE OUT RAMP ON,KEILOR EAST,NIDDRIE,FW,M79,"BRIMBANK, MOONEE VALLEY",MELBOURNE METROPOLITAN (CENTRAL),15 A7,78 F5,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-07-27T17:30:44,2018-07-03T00:05:18,POINT (144.86751537521 -37.7290483650191),2018-08-23T15:13:28,2018-08-23T15:15:30.772
